"Retailer_ID","recency","frequency","monetary","r_score","f_score","m_score","total_rfm_score","segmentasi"
RTL2423,143,2,4324.23,3,1,1,5,hibernating
RTL2092,508,3,6489.0,1,1,1,3,lost
RTL2773,295,3,7452.27,2,1,1,4,lost
RTL2734,515,2,7679.33,1,1,1,3,lost
RTL4290,412,1,3563.58,1,1,1,3,lost
RTL3973,354,1,408.86,1,1,1,3,lost
RTL3263,67,3,9741.4,3,1,1,5,hibernating
RTL2926,506,2,11606.57,1,1,1,3,lost
RTL3574,236,3,7303.21,2,1,1,4,lost
RTL1035,397,2,2731.71,1,1,1,3,lost
RTL4039,210,2,3281.38,2,1,1,4,lost
RTL4882,319,2,2719.13,1,1,1,3,lost
RTL4528,267,2,3949.1,2,1,1,4,lost
RTL4353,457,1,18.36,1,1,1,3,lost
RTL3915,524,1,3395.85,1,1,1,3,lost
RTL4313,235,3,9345.65,2,1,1,4,lost
RTL1287,207,3,13702.74,2,1,1,4,lost
RTL2295,341,1,15355.36,1,1,1,3,lost
RTL4446,16,1,3841.56,4,1,1,6,hibernating
RTL1396,152,3,985.66,2,1,1,4,lost
RTL2409,53,3,11408.86,3,1,1,5,hibernating
RTL4421,243,3,11849.16,2,1,1,4,lost
RTL1993,220,1,2489.7,2,1,1,4,lost
RTL4038,407,3,1372804.15,1,1,4,6,hibernating
RTL4296,20,2,776434.51,4,1,4,9,loyal
RTL3380,226,2,3084.3,2,1,1,4,lost
RTL4584,425,3,4947.62,1,1,1,3,lost
RTL4450,729,1,2247.7,1,1,1,3,lost
RTL1860,178,1,418.86,2,1,1,4,lost
RTL4174,44,2,2265582.53,4,1,4,9,loyal
RTL2070,470,4,28336.67,1,1,1,3,lost
RTL1122,358,2,3688.83,1,1,1,3,lost
RTL2654,190,2,11690.5,2,1,1,4,lost
RTL2145,122,4,11911.88,3,1,1,5,hibernating
RTL4855,33,2,22053.23,4,1,1,6,hibernating
RTL3803,243,2,3251.31,2,1,1,4,lost
RTL2480,26,3,1337.89,4,1,1,6,hibernating
RTL1385,33,3,9065.79,4,1,1,6,hibernating
RTL2505,338,2,3259.75,1,1,1,3,lost
RTL1092,276,3,12098.34,2,1,1,4,lost
RTL3385,843,1,1317.38,1,1,1,3,lost
RTL1032,47,7,53445.75,4,1,2,7,at risk
RTL1309,832,1,4076.28,1,1,1,3,lost
RTL1337,87,6,20089.12,3,1,1,5,hibernating
RTL4649,269,4,14698.19,2,1,1,4,lost
RTL1626,296,1,1160.41,2,1,1,4,lost
RTL1133,535,1,7972.01,1,1,1,3,lost
RTL1436,70,1,252352.79,3,1,4,8,at risk
RTL3445,108,4,16164.37,3,1,1,5,hibernating
RTL1948,165,1,1848.65,2,1,1,4,lost
RTL4545,181,3,9553.71,2,1,1,4,lost
RTL3404,499,1,3465.93,1,1,1,3,lost
RTL1464,317,2,3631.23,1,1,1,3,lost
RTL3144,351,2,34438.83,1,1,1,3,lost
RTL1762,41,2,1775.33,4,1,1,6,hibernating
RTL1770,129,3,1517.47,3,1,1,5,hibernating
RTL2792,150,2,10292.43,3,1,1,5,hibernating
RTL2706,324,2,4084.19,1,1,1,3,lost
RTL1002,250,1,49.08,2,1,1,4,lost
RTL1914,439,1,1192.59,1,1,1,3,lost
RTL4791,546,2,42694.26,1,1,1,3,lost
RTL1744,263,4,18777.57,2,1,1,4,lost
RTL1344,337,1,7578.62,1,1,1,3,lost
RTL2369,48,2,4954.88,4,1,1,6,hibernating
RTL2272,317,1,7407.18,1,1,1,3,lost
RTL3841,157,4,16327.7,2,1,1,4,lost
RTL3178,229,2,3611.19,2,1,1,4,lost
RTL4077,152,2,15615.11,2,1,1,4,lost
RTL4916,229,3,6641.52,2,1,1,4,lost
RTL3176,129,3,24498.47,3,1,1,5,hibernating
RTL3318,347,1,9866.02,1,1,1,3,lost
RTL3062,103,3,7145.72,3,1,1,5,hibernating
RTL2862,732,2,12577.07,1,1,1,3,lost
RTL3026,258,2,7172.1,2,1,1,4,lost
RTL2155,108,4,10577.48,3,1,1,5,hibernating
RTL1679,291,2,5328.25,2,1,1,4,lost
RTL4744,375,1,31.82,1,1,1,3,lost
RTL4500,113,1,8257.5,3,1,1,5,hibernating
RTL4448,60,3,10587.2,3,1,1,5,hibernating
RTL3644,20,3,6537.11,4,1,1,6,hibernating
RTL4185,236,1,551.18,2,1,1,4,lost
RTL2710,456,2,8872.74,1,1,1,3,lost
RTL3167,161,4,7435.46,2,1,1,4,lost
RTL4605,131,6,42642.89,3,1,1,5,hibernating
RTL1104,249,3,40006.25,2,1,1,4,lost
RTL1307,69,2,8222.14,3,1,1,5,hibernating
RTL4912,289,3,13235.45,2,1,1,4,lost
RTL2995,50,5,16933.37,4,1,1,6,hibernating
RTL1560,11,4,33871.72,4,1,1,6,hibernating
RTL3896,314,3,13924.92,1,1,1,3,lost
RTL1209,111,3,576061.32,3,1,4,8,at risk
RTL4377,316,4,25371.65,1,1,1,3,lost
RTL2088,464,2,1315.71,1,1,1,3,lost
RTL3435,306,1,2695.45,1,1,1,3,lost
RTL2907,265,4,611383.02,2,1,4,7,at risk
RTL3696,87,1,3764.65,3,1,1,5,hibernating
RTL2932,221,2,25712.36,2,1,1,4,lost
RTL1205,752,1,6412.59,1,1,1,3,lost
RTL2121,359,1,11087.46,1,1,1,3,lost
RTL1994,576,2,10346.09,1,1,1,3,lost
RTL3719,241,1,29.9,2,1,1,4,lost
RTL1887,461,1,776.48,1,1,1,3,lost
RTL4310,198,5,13786.16,2,1,1,4,lost
RTL1395,306,1,5779.43,1,1,1,3,lost
RTL1423,762,1,220.17,1,1,1,3,lost
RTL4126,152,3,18621.89,2,1,1,4,lost
RTL3757,280,3,17941.87,2,1,1,4,lost
RTL3092,243,2,3914.63,2,1,1,4,lost
RTL1112,331,4,21138.75,1,1,1,3,lost
RTL4821,232,1,2195.0,2,1,1,4,lost
RTL1859,330,4,17140.71,1,1,1,3,lost
RTL2942,666,1,4928.66,1,1,1,3,lost
RTL1921,342,2,17169.87,1,1,1,3,lost
RTL4532,122,4,9727.08,3,1,1,5,hibernating
RTL3519,314,4,24890.16,1,1,1,3,lost
RTL1655,77,1,352.53,3,1,1,5,hibernating
RTL4107,462,3,2929.89,1,1,1,3,lost
RTL3450,349,4,18453.7,1,1,1,3,lost
RTL4679,249,1,1342.32,2,1,1,4,lost
RTL4150,203,5,10320.46,2,1,1,4,lost
RTL2488,146,4,24791.12,3,1,1,5,hibernating
RTL3475,126,4,9709.11,3,1,1,5,hibernating
RTL1392,256,2,156.9,2,1,1,4,lost
RTL2328,72,1,145.74,3,1,1,5,hibernating
RTL3317,48,3,8699.01,4,1,1,6,hibernating
RTL3119,155,2,5486.59,2,1,1,4,lost
RTL4960,325,2,16848.6,1,1,1,3,lost
RTL1962,177,1,241.67,2,1,1,4,lost
RTL1567,73,2,2134.08,3,1,1,5,hibernating
RTL4131,36,2,6256.18,4,1,1,6,hibernating
RTL3894,102,2,12632.04,3,1,1,5,hibernating
RTL2436,287,4,12080.07,2,1,1,4,lost
RTL1238,277,1,1104.75,2,1,1,4,lost
RTL1622,317,1,8202.64,1,1,1,3,lost
RTL1322,579,3,20499.66,1,1,1,3,lost
RTL4788,5,7,25606.44,4,1,1,6,hibernating
RTL2363,113,3,13331.9,3,1,1,5,hibernating
RTL3396,593,1,110.87,1,1,1,3,lost
RTL1785,246,2,9396.14,2,1,1,4,lost
RTL4392,278,3,10890.65,2,1,1,4,lost
RTL2509,6,5,8657.92,4,1,1,6,hibernating
RTL4284,378,1,4802.83,1,1,1,3,lost
RTL1039,294,1,3347.52,2,1,1,4,lost
RTL1683,195,1,2338.27,2,1,1,4,lost
RTL2421,66,5,18193.0,3,1,1,5,hibernating
RTL1815,260,2,8206.37,2,1,1,4,lost
RTL2499,299,1,844.34,2,1,1,4,lost
RTL2417,400,4,22929.59,1,1,1,3,lost
RTL3090,75,5,19965.77,3,1,1,5,hibernating
RTL4324,76,3,15647.21,3,1,1,5,hibernating
RTL3943,640,2,3719.14,1,1,1,3,lost
RTL1943,27,3,4111.9,4,1,1,6,hibernating
RTL2993,239,2,1809.96,2,1,1,4,lost
RTL1543,248,3,8213.09,2,1,1,4,lost
RTL1254,283,1,226.68,2,1,1,4,lost
RTL1737,523,3,771580.78,1,1,4,6,hibernating
RTL1457,66,5,22984.98,3,1,1,5,hibernating
RTL2507,198,3,15882.44,2,1,1,4,lost
RTL4312,49,2,532.62,4,1,1,6,hibernating
RTL1619,270,1,4093.67,2,1,1,4,lost
RTL3623,567,1,2072.91,1,1,1,3,lost
RTL4374,37,2,3339.17,4,1,1,6,hibernating
RTL4210,289,2,1067.12,2,1,1,4,lost
RTL2857,560,2,6059.33,1,1,1,3,lost
RTL4614,246,1,1513.25,2,1,1,4,lost
RTL1942,110,7,26565.35,3,1,1,5,hibernating
RTL3881,218,3,22085.85,2,1,1,4,lost
RTL4135,694,1,5327.4,1,1,1,3,lost
RTL2688,253,5,18464.12,2,1,1,4,lost
RTL4257,71,5,234448.88,3,1,3,7,at risk
RTL4897,232,1,9662.33,2,1,1,4,lost
RTL4501,265,3,21658.51,2,1,1,4,lost
RTL2667,505,1,108.7,1,1,1,3,lost
RTL1443,353,4,11667.6,1,1,1,3,lost
RTL3601,342,2,9717.15,1,1,1,3,lost
RTL1245,70,3,9532.94,3,1,1,5,hibernating
RTL2118,451,2,7035.52,1,1,1,3,lost
RTL1384,65,3,26359.68,3,1,1,5,hibernating
RTL4672,15,2,3670.03,4,1,1,6,hibernating
RTL4378,436,1,8486.06,1,1,1,3,lost
RTL1876,502,3,12512.23,1,1,1,3,lost
RTL3854,820,1,8142.13,1,1,1,3,lost
RTL2542,289,1,715.46,2,1,1,4,lost
RTL4747,223,3,15749.55,2,1,1,4,lost
RTL4831,421,2,2944.53,1,1,1,3,lost
RTL4009,406,2,596.66,1,1,1,3,lost
RTL4410,344,1,538.25,1,1,1,3,lost
RTL2117,275,2,12402.1,2,1,1,4,lost
RTL3259,104,3,10618.79,3,1,1,5,hibernating
RTL1906,349,3,17138.28,1,1,1,3,lost
RTL3677,521,2,7281.06,1,1,1,3,lost
RTL4651,574,3,15344.63,1,1,1,3,lost
RTL2597,106,4,1002815.73,3,1,4,8,at risk
RTL3295,221,3,7545.34,2,1,1,4,lost
RTL2901,249,3,113984.84,2,1,3,6,hibernating
RTL1198,285,1,12112.49,2,1,1,4,lost
RTL2619,196,3,14001.4,2,1,1,4,lost
RTL4123,233,5,15851.94,2,1,1,4,lost
RTL2032,272,3,10175.12,2,1,1,4,lost
RTL4641,196,2,5409.9,2,1,1,4,lost
RTL1801,256,2,4777.81,2,1,1,4,lost
RTL1632,145,1,2077.69,3,1,1,5,hibernating
RTL4093,173,4,25464.12,2,1,1,4,lost
RTL1268,56,3,20469.49,3,1,1,5,hibernating
RTL1286,335,2,2549.44,1,1,1,3,lost
RTL2812,140,1,1007.76,3,1,1,5,hibernating
RTL4543,203,2,9753.55,2,1,1,4,lost
RTL2670,92,5,629190.18,3,1,4,8,at risk
RTL2738,117,4,24420.82,3,1,1,5,hibernating
RTL2921,62,2,1575.9,3,1,1,5,hibernating
RTL4987,43,2,2689.97,4,1,1,6,hibernating
RTL2222,220,2,8617.1,2,1,1,4,lost
RTL2077,262,1,2953.7,2,1,1,4,lost
RTL3785,851,1,1076.4,1,1,1,3,lost
RTL2928,258,2,7885.16,2,1,1,4,lost
RTL3910,154,5,22755.69,2,1,1,4,lost
RTL1918,452,3,28027.52,1,1,1,3,lost
RTL2877,317,1,2095.74,1,1,1,3,lost
RTL4279,177,4,18808.02,2,1,1,4,lost
RTL4743,697,2,4065.39,1,1,1,3,lost
RTL2111,110,2,21279.41,3,1,1,5,hibernating
RTL3846,186,4,9569.28,2,1,1,4,lost
RTL3366,239,3,8649.88,2,1,1,4,lost
RTL2906,203,2,29185.7,2,1,1,4,lost
RTL2537,592,2,372.2,1,1,1,3,lost
RTL4253,58,4,30769.93,3,1,1,5,hibernating
RTL1492,98,6,2284074.1,3,1,4,8,at risk
RTL4177,284,2,3527.78,2,1,1,4,lost
RTL3617,7,3,4354.37,4,1,1,6,hibernating
RTL4824,311,1,8920.08,1,1,1,3,lost
RTL3020,150,2,19083.53,3,1,1,5,hibernating
RTL1058,64,3,573870.77,3,1,4,8,at risk
RTL3146,175,2,3136.86,2,1,1,4,lost
RTL3280,173,3,10884.13,2,1,1,4,lost
RTL3858,404,2,4693.53,1,1,1,3,lost
RTL3478,22,4,15708.57,4,1,1,6,hibernating
RTL1473,163,5,1193201.42,2,1,4,7,at risk
RTL4072,117,2,3528.12,3,1,1,5,hibernating
RTL2451,72,3,26595.99,3,1,1,5,hibernating
RTL3333,92,2,5615.29,3,1,1,5,hibernating
RTL4546,74,5,20016.52,3,1,1,5,hibernating
RTL3737,78,3,9795.15,3,1,1,5,hibernating
RTL1461,259,2,4298.3,2,1,1,4,lost
RTL2996,328,2,25979.52,1,1,1,3,lost
RTL1149,83,4,27247.6,3,1,1,5,hibernating
RTL3258,219,5,26630.42,2,1,1,4,lost
RTL4843,19,2,13508.36,4,1,1,6,hibernating
RTL4059,233,4,16084.98,2,1,1,4,lost
RTL3339,489,1,10089.19,1,1,1,3,lost
RTL2457,348,2,5994.52,1,1,1,3,lost
RTL4871,200,5,26341.38,2,1,1,4,lost
RTL4869,406,2,7554.87,1,1,1,3,lost
RTL1428,195,2,6535.82,2,1,1,4,lost
RTL3482,251,2,7893.07,2,1,1,4,lost
RTL3622,523,1,1428.76,1,1,1,3,lost
RTL2259,812,1,4785.86,1,1,1,3,lost
RTL4063,163,3,16725.57,2,1,1,4,lost
RTL4542,222,1,282.37,2,1,1,4,lost
RTL1044,69,2,18631.42,3,1,1,5,hibernating
RTL3633,841,1,5939.73,1,1,1,3,lost
RTL2157,205,3,9807.56,2,1,1,4,lost
RTL1178,280,2,8110.77,2,1,1,4,lost
RTL4388,187,1,7176.77,2,1,1,4,lost
RTL2344,244,2,4802.29,2,1,1,4,lost
RTL1637,38,3,12110.03,4,1,1,6,hibernating
RTL2350,70,3,2382.35,3,1,1,5,hibernating
RTL2139,57,5,14509.72,3,1,1,5,hibernating
RTL4758,145,3,257695.82,3,1,4,8,at risk
RTL2983,677,1,1024.2,1,1,1,3,lost
RTL4349,312,2,1365.1,1,1,1,3,lost
RTL1320,429,1,979.95,1,1,1,3,lost
RTL4694,100,2,10932.73,3,1,1,5,hibernating
RTL1318,234,2,5585.54,2,1,1,4,lost
RTL2450,498,1,2856.71,1,1,1,3,lost
RTL1763,348,4,10362.02,1,1,1,3,lost
RTL4582,154,2,1355.57,2,1,1,4,lost
RTL2582,158,2,6699.06,2,1,1,4,lost
RTL1746,288,4,8247.15,2,1,1,4,lost
RTL4128,189,3,17924.87,2,1,1,4,lost
RTL2760,150,2,4574.12,3,1,1,5,hibernating
RTL3064,556,1,3834.22,1,1,1,3,lost
RTL4953,260,2,12072.45,2,1,1,4,lost
RTL4004,558,2,2856298.68,1,1,4,6,hibernating
RTL3243,203,4,7703.22,2,1,1,4,lost
RTL1690,203,2,2346.39,2,1,1,4,lost
RTL1707,699,2,1098.55,1,1,1,3,lost
RTL4066,227,4,19513.2,2,1,1,4,lost
RTL3200,332,3,12328.95,1,1,1,3,lost
RTL4278,229,2,16709.58,2,1,1,4,lost
RTL4822,223,4,4160.61,2,1,1,4,lost
RTL2338,211,1,3344.6,2,1,1,4,lost
RTL1094,496,2,1676.95,1,1,1,3,lost
RTL3508,836,1,737.21,1,1,1,3,lost
RTL2163,316,1,582.04,1,1,1,3,lost
RTL4591,265,1,6039.04,2,1,1,4,lost
RTL3839,500,2,2318.75,1,1,1,3,lost
RTL1983,55,3,25547.29,3,1,1,5,hibernating
RTL4511,30,4,8325.26,4,1,1,6,hibernating
RTL3414,147,4,536871.15,3,1,4,8,at risk
RTL1847,175,3,4506.39,2,1,1,4,lost
RTL2601,505,1,1391.0,1,1,1,3,lost
RTL4480,344,4,16883.57,1,1,1,3,lost
RTL2355,321,4,15885.37,1,1,1,3,lost
RTL3212,115,3,5877.42,3,1,1,5,hibernating
RTL1980,501,1,38.55,1,1,1,3,lost
RTL2348,331,2,46763.14,1,1,1,3,lost
RTL3616,259,2,6743.95,2,1,1,4,lost
RTL2625,380,3,3576.07,1,1,1,3,lost
RTL2050,38,6,49262.71,4,1,1,6,hibernating
RTL2703,52,5,20783.73,3,1,1,5,hibernating
RTL3729,59,5,5555.39,3,1,1,5,hibernating
RTL2069,20,3,2840.32,4,1,1,6,hibernating
RTL3479,337,3,6600.83,1,1,1,3,lost
RTL1449,36,2,11193.44,4,1,1,6,hibernating
RTL1789,330,2,11575.46,1,1,1,3,lost
RTL2067,194,2,197866.31,2,1,3,6,hibernating
RTL1591,237,2,2112.43,2,1,1,4,lost
RTL3105,53,2,3846.56,3,1,1,5,hibernating
RTL3955,207,3,19162.0,2,1,1,4,lost
RTL1595,60,3,16467.96,3,1,1,5,hibernating
RTL1263,9,3,22523.23,4,1,1,6,hibernating
RTL3531,330,4,44423.74,1,1,1,3,lost
RTL2563,119,3,10903.31,3,1,1,5,hibernating
RTL1448,38,2,4536.36,4,1,1,6,hibernating
RTL4051,435,4,22894.12,1,1,1,3,lost
RTL1781,152,2,12794.21,2,1,1,4,lost
RTL2615,33,2,1130.22,4,1,1,6,hibernating
RTL2819,207,4,16324.1,2,1,1,4,lost
RTL2373,377,2,25723.02,1,1,1,3,lost
RTL1192,277,3,4802.23,2,1,1,4,lost
RTL2337,376,1,825.97,1,1,1,3,lost
RTL4518,535,1,1113.97,1,1,1,3,lost
RTL1313,692,1,289.93,1,1,1,3,lost
RTL2197,764,2,1096.72,1,1,1,3,lost
RTL1575,181,5,17304.14,2,1,1,4,lost
RTL2884,95,2,4093.36,3,1,1,5,hibernating
RTL2980,192,2,31618.19,2,1,1,4,lost
RTL1162,211,3,5160.0,2,1,1,4,lost
RTL1467,298,3,10581.11,2,1,1,4,lost
RTL4861,158,5,23794.25,2,1,1,4,lost
RTL3555,6,2,27771.2,4,1,1,6,hibernating
RTL3607,240,3,1778.76,2,1,1,4,lost
RTL3522,217,2,14770.85,2,1,1,4,lost
RTL2910,308,1,3199.04,1,1,1,3,lost
RTL2622,15,3,3491.23,4,1,1,6,hibernating
RTL2512,166,3,1568536.79,2,1,4,7,at risk
RTL2610,46,4,2411.48,4,1,1,6,hibernating
RTL4255,770,1,1413.36,1,1,1,3,lost
RTL2766,734,1,320.1,1,1,1,3,lost
RTL3775,228,4,12996.46,2,1,1,4,lost
RTL2916,41,4,5831.66,4,1,1,6,hibernating
RTL3835,264,2,186525.86,2,1,3,6,hibernating
RTL2284,112,1,873.22,3,1,1,5,hibernating
RTL4961,846,1,2783.64,1,1,1,3,lost
RTL3724,286,3,16290.73,2,1,1,4,lost
RTL3097,100,4,9667.58,3,1,1,5,hibernating
RTL1541,303,2,4832.1,1,1,1,3,lost
RTL4316,628,3,854.92,1,1,1,3,lost
RTL4893,250,4,19978.54,2,1,1,4,lost
RTL3811,258,2,9149.72,2,1,1,4,lost
RTL3781,244,3,18393.09,2,1,1,4,lost
RTL3769,11,1,7461.15,4,1,1,6,hibernating
RTL1517,711,1,10931.85,1,1,1,3,lost
RTL4674,273,2,2986.65,2,1,1,4,lost
RTL4625,230,2,110755.57,2,1,3,6,hibernating
RTL3589,212,4,9511.08,2,1,1,4,lost
RTL3103,440,2,2539.11,1,1,1,3,lost
RTL4539,591,1,11019.52,1,1,1,3,lost
RTL3527,314,2,13383.97,1,1,1,3,lost
RTL1266,336,3,5753.3,1,1,1,3,lost
RTL3984,335,1,39.3,1,1,1,3,lost
RTL2938,154,1,3689.51,2,1,1,4,lost
RTL2531,224,5,11188.76,2,1,1,4,lost
RTL3657,291,4,13731.07,2,1,1,4,lost
RTL2552,184,4,14207.6,2,1,1,4,lost
RTL1463,45,4,13795.17,4,1,1,6,hibernating
RTL4841,431,2,5598.6,1,1,1,3,lost
RTL1604,329,2,9413.96,1,1,1,3,lost
RTL2372,201,5,13431.32,2,1,1,4,lost
RTL3494,135,4,19086.54,3,1,1,5,hibernating
RTL4550,266,4,26280.43,2,1,1,4,lost
RTL2569,217,3,13699.69,2,1,1,4,lost
RTL4357,477,1,1095.87,1,1,1,3,lost
RTL4114,442,1,1763.49,1,1,1,3,lost
RTL3046,285,2,20416.6,2,1,1,4,lost
RTL4160,216,3,7392.57,2,1,1,4,lost
RTL1658,54,6,236612.77,3,1,3,7,at risk
RTL1456,310,1,18539.63,1,1,1,3,lost
RTL3247,322,3,15328.13,1,1,1,3,lost
RTL4153,339,1,2171.75,1,1,1,3,lost
RTL1071,184,3,14578.33,2,1,1,4,lost
RTL2335,361,2,2962.05,1,1,1,3,lost
RTL1316,127,1,6985.92,3,1,1,5,hibernating
RTL3364,39,3,19719.84,4,1,1,6,hibernating
RTL2107,377,2,13053.89,1,1,1,3,lost
RTL3661,252,3,9221.08,2,1,1,4,lost
RTL1556,33,7,20677.37,4,1,1,6,hibernating
RTL1175,119,1,2324.43,3,1,1,5,hibernating
RTL1730,115,4,26367.3,3,1,1,5,hibernating
RTL1571,793,1,1069.32,1,1,1,3,lost
RTL1775,155,1,1644.3,2,1,1,4,lost
RTL1047,706,1,52.28,1,1,1,3,lost
RTL2322,399,2,365.32,1,1,1,3,lost
RTL2027,292,2,5945.78,2,1,1,4,lost
RTL1387,785,1,1362.97,1,1,1,3,lost
RTL4973,215,2,3756.0,2,1,1,4,lost
RTL3829,274,5,17031.39,2,1,1,4,lost
RTL3639,327,1,11641.86,1,1,1,3,lost
RTL4691,305,1,6163.81,1,1,1,3,lost
RTL4947,680,1,5081.3,1,1,1,3,lost
RTL4333,574,1,3070.71,1,1,1,3,lost
RTL4308,160,4,29855.8,2,1,1,4,lost
RTL1838,168,1,4059.97,2,1,1,4,lost
RTL2923,21,4,22506.77,4,1,1,6,hibernating
RTL1566,25,6,29132.5,4,1,1,6,hibernating
RTL1118,312,4,5074.92,1,1,1,3,lost
RTL2871,161,2,5455.09,2,1,1,4,lost
RTL3705,456,1,31.66,1,1,1,3,lost
RTL2659,263,2,9732.74,2,1,1,4,lost
RTL4693,807,1,1994.12,1,1,1,3,lost
RTL2909,699,4,14376.89,1,1,1,3,lost
RTL2017,169,4,12409.38,2,1,1,4,lost
RTL2810,131,4,38904.61,3,1,1,5,hibernating
RTL2007,32,1,638.4,4,1,1,6,hibernating
RTL3207,290,3,16512.84,2,1,1,4,lost
RTL4840,201,2,8540.19,2,1,1,4,lost
RTL4246,278,3,29035.84,2,1,1,4,lost
RTL2608,45,4,12969.8,4,1,1,6,hibernating
RTL2329,212,3,1513230.11,2,1,4,7,at risk
RTL2140,82,5,20533.47,3,1,1,5,hibernating
RTL1275,36,4,2307190.52,4,1,4,9,loyal
RTL3948,253,4,4148.02,2,1,1,4,lost
RTL2741,125,6,13557.72,3,1,1,5,hibernating
RTL2368,252,5,49862.12,2,1,1,4,lost
RTL1926,227,3,12055.42,2,1,1,4,lost
RTL3628,370,4,22635.57,1,1,1,3,lost
RTL4907,125,4,28311.93,3,1,1,5,hibernating
RTL4687,161,5,1006531.69,2,1,4,7,at risk
RTL3140,121,6,14173.62,3,1,1,5,hibernating
RTL3823,209,3,2267671.61,2,1,4,7,at risk
RTL3042,264,2,1083.87,2,1,1,4,lost
RTL4665,182,5,15705.89,2,1,1,4,lost
RTL3158,505,1,8129.68,1,1,1,3,lost
RTL4280,333,1,479.71,1,1,1,3,lost
RTL3034,243,1,10367.52,2,1,1,4,lost
RTL4191,32,6,10770.93,4,1,1,6,hibernating
RTL2443,35,3,19785.98,4,1,1,6,hibernating
RTL2060,282,2,13904.49,2,1,1,4,lost
RTL2383,55,2,1466.33,3,1,1,5,hibernating
RTL2872,289,1,151.09,2,1,1,4,lost
RTL4621,109,4,19878.71,3,1,1,5,hibernating
RTL2399,197,3,20399.69,2,1,1,4,lost
RTL2621,489,3,2554.94,1,1,1,3,lost
RTL1959,280,2,3284.4,2,1,1,4,lost
RTL2320,161,2,4024.07,2,1,1,4,lost
RTL2315,414,2,14797.05,1,1,1,3,lost
RTL2491,7,4,4022.53,4,1,1,6,hibernating
RTL2770,104,4,14788.18,3,1,1,5,hibernating
RTL2324,46,2,8195.34,4,1,1,6,hibernating
RTL2009,301,3,56271.81,1,1,2,4,lost
RTL1187,213,6,28038.61,2,1,1,4,lost
RTL3427,130,6,12854.94,3,1,1,5,hibernating
RTL1899,358,1,234.61,1,1,1,3,lost
RTL2886,838,1,2250.45,1,1,1,3,lost
RTL4661,312,4,40230.49,1,1,1,3,lost
RTL1615,262,3,5490.28,2,1,1,4,lost
RTL3014,536,3,9354.61,1,1,1,3,lost
RTL3540,8,2,32161.17,4,1,1,6,hibernating
RTL3037,115,3,25543.77,3,1,1,5,hibernating
RTL3325,2,2,3176.35,4,1,1,6,hibernating
RTL3959,248,2,536.82,2,1,1,4,lost
RTL1282,343,1,634709.23,1,1,4,6,hibernating
RTL3095,200,2,120734.46,2,1,3,6,hibernating
RTL3788,363,2,8837.59,1,1,1,3,lost
RTL4762,194,3,3342.4,2,1,1,4,lost
RTL4173,153,5,19497.97,2,1,1,4,lost
RTL4146,24,2,7338.12,4,1,1,6,hibernating
RTL4764,406,2,15379.07,1,1,1,3,lost
RTL2681,93,3,13307.81,3,1,1,5,hibernating
RTL3891,199,3,4026.65,2,1,1,4,lost
RTL1667,313,2,1531.61,1,1,1,3,lost
RTL3883,133,2,1292.3,3,1,1,5,hibernating
RTL1917,127,1,12856.49,3,1,1,5,hibernating
RTL4972,342,1,4794.3,1,1,1,3,lost
RTL2384,715,2,12183.43,1,1,1,3,lost
RTL1883,299,1,3313.4,2,1,1,4,lost
RTL4116,577,1,224.97,1,1,1,3,lost
RTL3521,228,1,3888.84,2,1,1,4,lost
RTL1629,456,2,20006.26,1,1,1,3,lost
RTL2777,24,3,19447.78,4,1,1,6,hibernating
RTL2548,76,3,24612.64,3,1,1,5,hibernating
RTL4709,355,4,38980.26,1,1,1,3,lost
RTL1154,43,2,22962.4,4,1,1,6,hibernating
RTL2063,363,4,28896.65,1,1,1,3,lost
RTL2626,222,4,7761.05,2,1,1,4,lost
RTL3954,249,1,1960.11,2,1,1,4,lost
RTL1425,81,4,3117.29,3,1,1,5,hibernating
RTL4270,55,1,218.26,3,1,1,5,hibernating
RTL1394,13,1,2145.12,4,1,1,6,hibernating
RTL1358,173,4,9633.96,2,1,1,4,lost
RTL4576,392,2,1334.93,1,1,1,3,lost
RTL2473,215,2,5426.98,2,1,1,4,lost
RTL3530,283,1,1038.19,2,1,1,4,lost
RTL4892,298,1,114.8,2,1,1,4,lost
RTL3438,79,2,8669.37,3,1,1,5,hibernating
RTL1594,135,3,11041.66,3,1,1,5,hibernating
RTL3028,37,1,1299.94,4,1,1,6,hibernating
RTL2836,275,3,14920.79,2,1,1,4,lost
RTL2674,535,1,437.22,1,1,1,3,lost
RTL3614,338,2,122.03,1,1,1,3,lost
RTL4839,102,5,30266.02,3,1,1,5,hibernating
RTL2962,7,1,3942.49,4,1,1,6,hibernating
RTL3149,727,1,2208.6,1,1,1,3,lost
RTL1668,224,1,2890.53,2,1,1,4,lost
RTL1061,153,3,7770.73,2,1,1,4,lost
RTL3851,208,3,4384.77,2,1,1,4,lost
RTL1280,149,5,151807.59,3,1,3,7,at risk
RTL3299,347,1,8605.68,1,1,1,3,lost
RTL1755,601,1,1649.42,1,1,1,3,lost
RTL3582,321,1,57.55,1,1,1,3,lost
RTL2554,224,2,7609.97,2,1,1,4,lost
RTL3855,357,2,7272.5,1,1,1,3,lost
RTL3195,291,2,545.79,2,1,1,4,lost
RTL1923,3,4,38250.16,4,1,1,6,hibernating
RTL4865,420,3,3545.64,1,1,1,3,lost
RTL2920,312,1,2792.66,1,1,1,3,lost
